"Drugs","MOA","Target","Phase","pert_id","moa_brd","moa_final","moa_manual"
"guanabenz acetate",NA,NA,NA,"BRD-K56800335","adrenergic receptor agonist","adrenergic receptor agonist",NA
"guggulsterone",NA,NA,NA,"BRD-A59808129","Unknown","steroid","steroid"
"gw-0742","PPAR receptor agonist","PPARD","Preclinical","BRD-K82983861","PPAR receptor agonist","PPAR receptor agonist",NA
"gw-1929","PPAR receptor agonist","PPARG","Preclinical","BRD-A15415227","PPAR receptor agonist","PPAR receptor agonist",NA
"gw-4064","FXR agonist","NR1H4","Preclinical","BRD-K64245000","FXR agonist","FXR agonist",NA
"gw-441756","growth factor receptor inhibitor","NTRK1","Preclinical","BRD-K28178212",NA,"growth factor receptor inhibitor",NA
"gw-5074","leucine rich repeat kinase inhibitor, RAF inhibitor","NTRK1, RAF1","Phase 1/Phase 2","BRD-K39520573","RAF inhibitor, leucine rich repeat kinase inhibitor","leucine rich repeat kinase inhibitor, RAF inhibitor",NA
"gw-6471","PPAR receptor antagonist","PPARA","Preclinical","BRD-A72596465","PPAR receptor antagonist","PPAR receptor antagonist",NA
"gw-7647","PPAR receptor agonist","PPARA","Preclinical","BRD-K96263742","PPAR receptor agonist","PPAR receptor agonist",NA
"gw-843682x","PLK inhibitor","PLK1, PLK3","Preclinical","BRD-K90382497","PLK inhibitor","PLK inhibitor",NA
"gw-9508","free fatty acid receptor agonist, G protein-coupled receptor agonist","FFAR1, FFAR4","Preclinical","BRD-K71534238","free fatty acid receptor agonist, G protein-coupled receptor agonist","free fatty acid receptor agonist, G protein-coupled receptor agonist",NA
"gw 311616 hydrochloride","elastase inhibitor, leukocyte elastase inhibitor","ELANE","Phase 1","BRD-A38898897","leukocyte elastase inhibitor, elastase inhibitor","elastase inhibitor, leukocyte elastase inhibitor",NA
"gw 3965 hydrochloride","LXR agonist","NR1H2, NR1H3","Preclinical","BRD-K33818169","LXR agonist","LXR agonist",NA
"gw 5074","leucine rich repeat kinase inhibitor, RAF inhibitor","NTRK1, RAF1","Phase 1/Phase 2","BRD-K39520573","RAF inhibitor, leucine rich repeat kinase inhibitor","leucine rich repeat kinase inhibitor, RAF inhibitor",NA
"gw 583340 dihydrochloride","EGFR inhibitor","EGFR, ERBB2","Preclinical","BRD-K79930101","EGFR inhibitor","EGFR inhibitor",NA
"gw 843682x","PLK inhibitor","PLK1, PLK3","Preclinical","BRD-K90382497","PLK inhibitor","PLK inhibitor",NA
"gyki 52466 hydrochloride","glutamate receptor antagonist","GRIA1, GRIA2, GRIA3, GRIA4","Preclinical","BRD-K24240364","glutamate receptor antagonist","glutamate receptor antagonist",NA
"h-5832",NA,NA,NA,NA,NA,NA,NA
"h-8",NA,NA,NA,"BRD-K18742343","Unknown","Unknown",NA
"h-9 dihydrochloride",NA,NA,NA,"BRD-K09790412",NA,NA,NA
"h 89 dihydrochloride","PKA inhibitor","GSG2, PKIA, PRKACA","Preclinical","BRD-K27737647","PKA inhibitor","PKA inhibitor",NA
"h5902",NA,NA,NA,NA,NA,NA,NA
"h7270",NA,NA,NA,NA,NA,NA,NA
"ha-1004","calcium channel blocker","","Phase 2","BRD-K05434375","calcium channel blocker","calcium channel blocker",NA
"ha 1100 hydrochloride",NA,NA,NA,NA,NA,NA,NA
"haematoxylone, tetramethyl-",NA,NA,NA,NA,NA,NA,NA
"halcinonide","glucocorticoid receptor agonist","NR3C1","Launched","BRD-K71451869",NA,"glucocorticoid receptor agonist",NA
"halofantrine hydrochloride","antimalarial agent","KCNN4","Launched","BRD-A51964809","antimalarial agent","antimalarial agent",NA
"halometasone",NA,NA,NA,"BRD-K33312228","Unknown","Unknown",NA
"haloperidol","dopamine receptor antagonist","DRD1, DRD2, DRD3, DRD4, DRD5, GRIN2B, HRH1, HTR1A, HTR1D, HTR2A, HTR2B, HTR7, KCNH1","Launched","BRD-K67783091","dopamine receptor antagonist","dopamine receptor antagonist",NA
"haloprogin","other antifungal","","Launched","BRD-K13238168","other antifungal","other antifungal",NA
"harpagoside",NA,NA,NA,"BRD-K07996107","Unknown","Unknown",NA
"hdac6 inhibitor isox",NA,NA,NA,NA,NA,NA,NA
"heat hydrochloride",NA,NA,NA,"BRD-A24429032","adrenergic receptor antagonist","adrenergic receptor antagonist",NA
"heliotrine",NA,NA,NA,"BRD-A08709697","Unknown","Unknown",NA
"helveticoside",NA,NA,NA,"BRD-A63998256","Unknown","cardiac glycoside","cardiac glycoside"
"hemado","adenosine receptor agonist","ADORA1, ADORA2A, ADORA2B, ADORA3","Preclinical","BRD-A00267231","Unknown","adenosine receptor agonist",NA
"hemicholinium bromide",NA,NA,NA,NA,NA,NA,NA
"herniarin",NA,NA,NA,"BRD-K81209159","Unknown","Unknown",NA
"hexamethylquercetagetin",NA,NA,NA,NA,NA,NA,NA
"hexylcaine hydrochloride","sodium channel blocker","SCN5A","Launched","BRD-A97730597","sodium channel blocker","sodium channel blocker",NA
"hexylresorcinol","local anesthetic","TYR","Launched","BRD-K99946902","local anesthetic","local anesthetic",NA
"hg-14",NA,NA,NA,NA,NA,NA,NA
"hg-14-10-04",NA,NA,NA,"BRD-K20526256","Unknown","Unknown",NA
"hg-14-8-02",NA,NA,NA,NA,NA,"Unknown","Unknown"
"hg-5-113-01",NA,NA,NA,"BRD-K93747373","Unknown","Unknown",NA
"hg-5-88-01",NA,NA,NA,"BRD-U44700465","Unknown","Unknown",NA
"hg-6-64-01",NA,NA,NA,"BRD-K98762074","Unknown","RAF inhibitor","RAF inhibitor"
"hg-9-91-01",NA,NA,NA,NA,NA,"SIK inhibitor","SIK inhibitor"
"hinokitiol",NA,NA,NA,"BRD-K37691127","Unknown","Unknown",NA
"hispidin",NA,NA,NA,"BRD-K07325606","Unknown","Unknown",NA
"hli-373",NA,NA,NA,"BRD-K17349619","Unknown","Unknown",NA
"ho-013",NA,NA,NA,"BRD-K86465814","Unknown","Unknown",NA
"hoechst  33342 (cell permeable) (bisbenzimide)",NA,NA,NA,NA,NA,NA,NA
"homatropine bromide","acetylcholine receptor antagonist","CHRM1","Launched","BRD-A74975734",NA,"acetylcholine receptor antagonist",NA
"homatropine hydrobromide (r,s)","acetylcholine receptor antagonist","CHRM1","Launched","BRD-A74975734",NA,"acetylcholine receptor antagonist",NA
"homochlorcyclizine dihydrochloride","antihistamine","HRH1","Launched","BRD-A22769835","antihistamine","antihistamine",NA
"homoharringtonine","protein synthesis inhibitor","RPL3","Launched","BRD-K76674262","protein synthesis inhibitor","protein synthesis inhibitor",NA
"homosalate","HSP inducer","","Preclinical","BRD-A34751532","HSP inducer","HSP inducer",NA
"homoveratrylamine","monoamine oxidase inhibitor","","Preclinical","BRD-K59570838","dopamine analog","monoamine oxidase inhibitor",NA
"honokiol","AKT inhibitor","ALOX5, PTGS1, PTGS2","Phase 3","BRD-K98493452","AKT inhibitor","AKT inhibitor",NA
"htmt dimaleate","histamine receptor agonist","HRH4","Preclinical","BRD-A66435872","histamine receptor agonist","histamine receptor agonist",NA
"hts 10765",NA,NA,NA,NA,NA,NA,NA
"hts 10859",NA,NA,NA,NA,NA,NA,NA
"hts 12526",NA,NA,NA,NA,NA,NA,NA
"hts 13363",NA,NA,NA,NA,NA,NA,NA
"hy-10044",NA,NA,NA,NA,NA,NA,NA
"hy-10159",NA,NA,NA,NA,NA,NA,NA
"hy-10180",NA,NA,NA,NA,NA,NA,NA
"hy-10181",NA,NA,NA,NA,NA,NA,NA
"hy-10344",NA,NA,NA,NA,NA,NA,NA
"hy-10456",NA,NA,NA,NA,NA,NA,NA
"hy-10459",NA,NA,NA,NA,NA,NA,NA
"hy-10966",NA,NA,NA,NA,NA,NA,NA
"hy-10992",NA,NA,NA,NA,NA,NA,NA
"hy-11001",NA,NA,NA,NA,NA,NA,NA
"hy-11005",NA,NA,NA,NA,NA,NA,NA
"hy-11006",NA,NA,NA,NA,NA,NA,NA
"hy-11007",NA,NA,NA,"BRD-K97056771","Bcr-Abl kinase inhibitor","Bcr-Abl kinase inhibitor",NA
"hy-11008",NA,NA,NA,NA,NA,"Unknown","Unknown"
"hy-11009",NA,NA,NA,NA,NA,NA,NA
"hy-11066",NA,NA,NA,NA,NA,NA,NA
"hy-11067",NA,NA,NA,NA,NA,NA,NA
"hy-13001",NA,NA,NA,NA,NA,NA,NA
"hy-50767",NA,NA,NA,NA,NA,NA,NA
"hy-50877",NA,NA,NA,NA,NA,NA,NA
"hy-50878",NA,NA,NA,NA,NA,NA,NA
"hy-50898",NA,NA,NA,NA,NA,NA,NA
"hy-50940",NA,NA,NA,NA,NA,NA,NA
"hy-70044",NA,NA,NA,NA,NA,NA,NA
"hycanthone","RNA synthesis inhibitor","","Launched","BRD-K50406511","RNA synthesis inhibitor","RNA synthesis inhibitor",NA
"hydrastine (1r, 9s)",NA,NA,NA,NA,NA,NA,NA
"hydrastinine hydrochloride","hemostatic agent","","Preclinical","BRD-K92726801","haemostatic agent","hemostatic agent",NA
"hydrocortisone","glucocorticoid receptor agonist","ANXA1, NOS2, NR3C1, NR3C2","Launched","BRD-K93568044","glucocorticoid receptor agonist","glucocorticoid receptor agonist",NA
"hydrocortisone-acetate","glucocorticoid receptor agonist","NR3C1","Launched",NA,NA,"glucocorticoid receptor agonist",NA
"hydrocortisone-hemisuccinate","","","Phase 2/Phase 3",NA,NA,"",NA
"hydrocortisone-valerate","glucocorticoid receptor agonist","NR3C1","Launched",NA,NA,"glucocorticoid receptor agonist",NA
"hydrocortisone phosphate triethylamine","glucocorticoid receptor agonist","ANXA1, NOS2, NR3C1, NR3C2","Launched","BRD-K73978287",NA,"glucocorticoid receptor agonist",NA
"hydroflumethiazide","sodium/potassium/chloride transporter inhibitor","ATP1A1, CA1, CA12, CA2, CA4, CA9, KCNMA1, SLC12A1, SLC12A3","Launched","BRD-K36862742","sodium/potassium/chloride transporter inhibitor","sodium/potassium/chloride transporter inhibitor",NA
"hydroquinidine","antiarrhythmic","","Launched","BRD-A06390036","antiarrhythmic","antiarrhythmic",NA
"hydroquinine hydrobromide hydrate",NA,NA,NA,"BRD-A78295502","Unknown","Unknown",NA
"hydroxychloroquine sulfate","antimalarial agent","TLR7, TLR9","Launched","BRD-A99117172","antimalarial agent","antimalarial agent",NA
"hydroxytacrine-maleate-(r,s)","cholinesterase inhibitor","ACHE","Preclinical",NA,NA,"cholinesterase inhibitor",NA
"hymecromone","monoamine oxidase inhibitor","MAOA, MAOB","Phase 2","BRD-K46424862","monoamine oxidase inhibitor","monoamine oxidase inhibitor",NA
"hypericin","tyrosine kinase inhibitor","","Phase 3","BRD-K29673530","tyrosine kinase inhibitor","tyrosine kinase inhibitor",NA
"hyperoside",NA,NA,NA,"BRD-K84955386","Unknown","Unknown",NA
"i-ome-ag-538",NA,NA,NA,"BRD-K35377380","Unknown","Unknown",NA
"ib-meca","adenosine receptor agonist","ADORA1, ADORA2A, ADORA2B, ADORA3","Phase 3","BRD-A20527803","adenosine receptor agonist","adenosine receptor agonist",NA
"ibrutinib","Bruton's tyrosine kinase (BTK) inhibitor","BLK, BMX, BTK","Launched","BRD-A35869383","Bruton's tyrosine kinase (BTK) inhibitor","Bruton's tyrosine kinase (BTK) inhibitor",NA
"ibudilast","leukotriene receptor antagonist, phosphodiesterase inhibitor","IL1B, IL6, PDE3A, PDE4A, PDE4B, PDE4C, PDE4D, PDE5A","Launched","BRD-K16444452","leukotriene receptor antagonist, phosphodiesterase inhibitor","leukotriene receptor antagonist, phosphodiesterase inhibitor",NA
"ic 261",NA,NA,NA,NA,NA,NA,NA
"icariin","phosphodiesterase inhibitor","PDE5A","Phase 3","BRD-K65639003","phosphodiesterase inhibitor","phosphodiesterase inhibitor",NA
"ici-118,551 hydrochloride","adrenergic receptor antagonist","ADRB2, ADRB3","Phase 2",NA,NA,"adrenergic receptor antagonist",NA
"ici-162,846",NA,NA,NA,NA,NA,"H2 antagonist","H2 antagonist"
"ici-185,282","thromboxane receptor antagonist","","Phase 1",NA,NA,"thromboxane receptor antagonist",NA
"ici-199,441 hydrochloride",NA,NA,NA,NA,NA,NA,NA
"ici-89406","adrenergic receptor antagonist","ADRB1, ADRB2","Phase 1","BRD-A03359064","adrenergic receptor antagonist","adrenergic receptor antagonist",NA
"ici 192,605",NA,NA,NA,NA,NA,NA,NA
"ici 204,448 hydrochloride",NA,NA,NA,NA,NA,NA,NA
"icilin","TRPV agonist","TRPA1, TRPM8","Phase 1","BRD-K48869804","TRPV agonist","TRPV agonist",NA
"idarubicin hcl","topoisomerase inhibitor","TOP2A","Launched","BRD-A71390734",NA,"topoisomerase inhibitor",NA
"idebenone","calcium channel modulator","","Launched","BRD-K37516142","calcium channel modulator","calcium channel modulator",NA
"idelalisib","PI3K inhibitor","PIK3CA, PIK3CB, PIK3CD, PIK3CG","Launched","BRD-K60866521","PI3K inhibitor","PI3K inhibitor",NA
"idoxuridine","DNA directed DNA polymerase inhibitor, DNA synthesis inhibitor","","Launched","BRD-K76634210","DNA directed DNA polymerase inhibitor","DNA directed DNA polymerase inhibitor, DNA synthesis inhibitor",NA
"ifenprodil tartrate","adrenergic receptor antagonist, glutamate receptor antagonist","GRIN2B","Launched","BRD-A24191444","adrenergic receptor antagonist, glutamate receptor antagonist","adrenergic receptor antagonist, glutamate receptor antagonist",NA
"ikk-16","IKK inhibitor","IKBKB","Preclinical","BRD-K14618467","IKK inhibitor","IKK inhibitor",NA
"ikk-3 inhibitor ix",NA,NA,NA,NA,NA,NA,NA
"ikk-inhibitor-x",NA,NA,NA,"BRD-K93023739","Unknown","Unknown",NA
"imatinib","Bcr-Abl kinase inhibitor, KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor","ABL1, CSF1R, DDR1, KIT, NTRK1, PDGFRA, PDGFRB, RET","Launched","BRD-K92723993","Bcr-Abl kinase inhibitor, KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor","Bcr-Abl kinase inhibitor, KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor",NA
"imd 0354",NA,NA,NA,NA,NA,"IKK inhibitor","IKK inhibitor"
"immepip dihydrobromide","histamine receptor agonist","HRH3, HRH4","Preclinical","BRD-K25906698","histamine receptor agonist","histamine receptor agonist",NA
"immethridine dihydrobromide","histamine receptor agonist","HRH3","Phase 1","BRD-K49519092","histamine receptor agonist","histamine receptor agonist",NA
"imodium",NA,NA,NA,NA,NA,NA,NA
"imperatorin",NA,NA,NA,"BRD-K07117950","Unknown","Unknown",NA
"importazole",NA,NA,NA,"BRD-A02481876","Unknown","Unknown",NA
"inca-6","calcineurin inhibitor","NFATC1","Preclinical","BRD-K33308633","calcineurin inhibitor","calcineurin inhibitor",NA
"indatraline","norepinephrine transporter inhibitor","MAOA, MAOB","Preclinical","BRD-K01649396","norepinephrine transporter inhibitor","norepinephrine transporter inhibitor",NA
"indirubin","CDK inhibitor, glycogen synthase kinase inhibitor","CDK1, CDK5, GSK3A","Phase 2/Phase 3","BRD-K17894950",NA,"CDK inhibitor, glycogen synthase kinase inhibitor",NA
"indirubin-3-oxime",NA,NA,NA,NA,NA,NA,NA
"indirubin-3?-monoxime",NA,NA,NA,NA,NA,NA,NA
"indole-3-carbinol","aryl hydrocarbon receptor agonist, indoleamine 2,3-dioxygenase inhibitor","AHR","Phase 2/Phase 3",NA,NA,"aryl hydrocarbon receptor agonist, indoleamine 2,3-dioxygenase inhibitor",NA
"indomethacin","cyclooxygenase inhibitor","GLO1, PLA2G2A, PPARA, PPARG, PTGDR2, PTGR2, PTGS1, PTGS2, SLC46A1","Launched",NA,NA,"cyclooxygenase inhibitor",NA
"ingenol 3, 20-dibenzoate",NA,NA,NA,NA,NA,"PKC inhibitor","PKC inhibitor"
"inhibitor bec hydrochloride",NA,NA,NA,NA,NA,NA,NA
"iniparib","PARP inhibitor","PARP1","Phase 3","BRD-K11153516","PARP inhibitor","PARP inhibitor",NA
"intropin",NA,NA,NA,NA,NA,NA,NA
"iodipamide","radiopaque medium","ALB","Launched",NA,NA,"radiopaque medium",NA
"iodophenpropit dihydrobromide","histamine receptor antagonist","HRH3, HRH4","Preclinical","BRD-K51918615","histamine receptor antagonist","histamine receptor antagonist",NA
"iopanoic-acid",NA,NA,NA,"BRD-A42628519","thyroid hormone inhibitor","thyroid hormone inhibitor",NA
"iox2","hypoxia inducible factor inhibitor","EGLN1, KDM2A, KDM5C","Preclinical",NA,NA,"hypoxia inducible factor inhibitor",NA
"ioxaglic-acid","radiopaque medium","","Launched","BRD-K79124250","radiopaque medium","radiopaque medium",NA
"ipratropium bromide","acetylcholine receptor antagonist","CHRM1, CHRM2, CHRM3, CHRM4, CHRM5","Launched","BRD-A05352148",NA,"acetylcholine receptor antagonist",NA
"iproniazide phosphate",NA,NA,NA,NA,NA,NA,NA
"ipsapirone","serotonin receptor agonist","HTR1A","Phase 3","BRD-K90574421","serotonin receptor agonist","serotonin receptor agonist",NA
"irbesartan","angiotensin receptor antagonist","AGTR1, JUN, SLC10A1","Launched","BRD-K60038276","angiotensin receptor antagonist","angiotensin receptor antagonist",NA
"irinotecan hydrochloride trihydrate","topoisomerase inhibitor","TOP1, TOP1MT","Launched","BRD-K08547377","topoisomerase inhibitor","topoisomerase inhibitor",NA
"irsogladine maleate","phosphodiesterase inhibitor","PDE4A","Launched","BRD-K74195153","phosphodiesterase inhibitor","phosphodiesterase inhibitor",NA
"ischemin",NA,NA,NA,NA,NA,"CBP inhibitor","CBP inhibitor"
"isocarboxazid","monoamine oxidase inhibitor","MAOA, MAOB","Launched","BRD-K93332168","monoamine oxidase inhibitor","monoamine oxidase inhibitor",NA
"isoeugenitol",NA,NA,NA,NA,NA,NA,NA
"isoflupredone-acetate","","NR3C1","Preclinical",NA,NA,"",NA
"isoliquiritigenin","guanylate cyclase activator","GABBR1","Preclinical","BRD-K33583600","guanylate cyclase activator","guanylate cyclase activator",NA
"isoquercitrin","antioxidant","","Phase 2/Phase 3",NA,NA,"antioxidant",NA
"isoreserpine",NA,NA,NA,"BRD-K37080523","Unknown","Unknown",NA
"isorotenone",NA,NA,NA,"BRD-K06198550","Unknown","Unknown",NA
"isotretinoin","retinoid receptor agonist","RARA, RARB, RARG","Launched","BRD-K76723084","retinoid receptor agonist","retinoid receptor agonist",NA
"isoxsuprine hydrochloride","adrenergic receptor agonist","ADRB2","Launched","BRD-A74269027","adrenergic receptor agonist","adrenergic receptor agonist",NA
"isradipine","calcium channel blocker","CACNA1D, CACNA1F, CACNA2D1","Launched","BRD-A69927616","calcium channel blocker","calcium channel blocker",NA
"itavastatin ca",NA,NA,NA,NA,NA,NA,NA
"ite","aryl hydrocarbon receptor agonist","AHR","Preclinical","BRD-K60298136","Unknown","aryl hydrocarbon receptor agonist",NA
"itraconazole","cytochrome P450 inhibitor","","Launched","BRD-A34817987","cytochrome P450 inhibitor","cytochrome P450 inhibitor",NA
"ivachtin",NA,NA,NA,"BRD-K64402243","Unknown","Unknown",NA
"ivermectin","benzodiazepine receptor agonist","CHRNA7, P2RX7","Launched","BRD-K24652731","benzodiazepine receptor agonist","benzodiazepine receptor agonist",NA
"ixazomib","proteasome inhibitor","","Launched",NA,NA,"proteasome inhibitor","proteasome inhibitor"
"jak3-inhibitor-i",NA,NA,NA,"BRD-K72541103","Unknown","Unknown",NA
"jak3-inhibitor-ii",NA,NA,NA,"BRD-K52850071","Unknown","Unknown",NA
"jak3-inhibitor-v","JAK inhibitor","JAK3","Preclinical","BRD-K95676198","JAK inhibitor","JAK inhibitor",NA
"jak3-inhibitor-vi",NA,NA,NA,"BRD-K04546108","Unknown","JAK3 inhibitor","JAK3 inhibitor"
"jas07-003",NA,NA,NA,"BRD-K29198371","Unknown","Unknown",NA
"jas07-004",NA,NA,NA,"BRD-K17915279","Unknown","Unknown",NA
"jas07-005",NA,NA,NA,"BRD-K44929916","Unknown","Unknown",NA
"jas07-007",NA,NA,NA,"BRD-K33086940","Unknown","Unknown",NA
"jas07-008",NA,NA,NA,"BRD-K99494806","Unknown","Unknown",NA
"jas07-009",NA,NA,NA,"BRD-K62493605","Unknown","Unknown",NA
"jas07-010",NA,NA,NA,"BRD-K54503842","Unknown","Unknown",NA
"jfd02227",NA,NA,NA,"BRD-K14191038","Unknown","Unknown",NA
"jjt-705",NA,NA,NA,NA,NA,NA,NA
"jlk-6","gamma secretase inhibitor","PSEN1","Preclinical","BRD-K22010301","gamma secretase inhibitor","gamma secretase inhibitor",NA
"jnj-16259685","glutamate receptor antagonist","GRM1","Preclinical","BRD-K64670467","glutamate receptor antagonist","glutamate receptor antagonist",NA
"jnj-38877605","tyrosine kinase inhibitor","MET","Phase 1","BRD-K02123250","tyrosine kinase inhibitor","tyrosine kinase inhibitor",NA
"jnj 10191584 maleate","histamine receptor antagonist","HRH4","Preclinical","BRD-K15086322","histamine receptor antagonist","histamine receptor antagonist",NA
"jnk-9l",NA,NA,NA,"BRD-K19220233","Unknown","JNK inhibitor","JNK inhibitor"
"jnk-in-5a",NA,NA,NA,NA,NA,"JNK inhibitor","JNK inhibitor"
"jtc-801","opioid receptor antagonist","OPRL1","Phase 2","BRD-K17705806","opioid receptor antagonist","opioid receptor antagonist",NA
"jte-013","lysophospholipid receptor antagonist","P2RY10, S1PR2","Preclinical","BRD-K43330982","lysophospholipid receptor antagonist","lysophospholipid receptor antagonist",NA
"jte-907","cannabinoid receptor inverse agonist","CNR2","Phase 1","BRD-K63150726","cannabinoid receptor inverse agonist","cannabinoid receptor inverse agonist",NA
"jw-7-24-1",NA,NA,NA,"BRD-U68942961","Unknown","Unknown",NA
"jw55",NA,NA,NA,NA,NA,NA,NA
"jwe-035",NA,NA,NA,"BRD-K83972459","Unknown","Unknown",NA
"jwh-015",NA,NA,NA,"BRD-K17796732","Unknown","Unknown",NA
"jx-401","p38 MAPK inhibitor","MAPK14","Preclinical","BRD-K05464208","p38 MAPK inhibitor","p38 MAPK inhibitor",NA
"jzl-184","monoacylglucerol lipase inhibitor","MGLL","Preclinical","BRD-K45446451","monoacylglucerol lipase inhibitor","monoacylglucerol lipase inhibitor",NA
"k048-0112",NA,NA,NA,NA,NA,NA,NA
"k3644",NA,NA,NA,"BRD-A67748489","kinesin-like spindle protein inhibitor","kinesin-like spindle protein inhibitor",NA
